name;address;postalcode;city;website;contact_person;contact_person_email;phone_number;description;looking_for
Picanol Group;Steverlyncklaan 15;8900;Ieper;www.picanolgroup.com;Femke Heens;;057 22 21 11;Picanol Group is een gediversifieerde industri‰le groep wereldwijd actief op gebied van machinebouw, landbouw, voeding, energie, watermanagement, effici‰nt (her)gebruik van natuurlijke hulpbronnen en overige industri‰le markten met focus op water. Picanol Group telt wereldwijd ongeveer 7.000 medewerkers en is via Picanol nv genoteerd op Euronext Brussels (PIC). De IT-afdeling in Ieper biedt ondersteuning aan 3 bedrijven binnen het segment Machines & Technologies van Picanol Group:  Picanol (de activiteiten Weaving Machines), Proferro (gieterij en mechanische afwerking) en PsiControl (ontwikkeling en productie van elektronica).;Een boeiende stage op de hoofdzetel van een innovatieve wereldspeler, binnen een vooruitstrevend IT-team? Dat is nog maar een fractie van wat Picanol Group uit Ieper jou als student te bieden heeft. Softwareontwikkeling, bouwen van integratieoplossingen, data-analyse ? you name it, het aanbod aan stageprojecten bij Picanol Group is groot! We luisteren graag naar jouw interesses en zorgen voor een gepaste uitdaging waarbij je met de nodige coaching aan de slag kan gaan met de nieuwste tools en applicaties zoals o.a. Microsoft Azure, BizTalk, .NET, Business Intelligence, Power BI, Angular, ? Inspireer onze IT-experts met jouw idee‰n en inzichten en draag je steentje bij om van Picanol Group een ?factory of the future? te maken!
Athena Graphics;Liebeekstraat 20;8800;Roeselare;www.athena-graphics.be;Alexander Degroote;;3251226966;"Familiebedrijf Athena Graphics verzorgt reeds 29 jaar de artwork, prepress en opslag van digitale verpakkingsdata voor grote retailers en brand owners. Hiermee wisten we snel door te stoten tot de Europese top. De gedrevenheid van de 90 medewerkers in onze 3 vestigingen (Belgi‰, Frankrijk en Nederland) en de allernieuwste software en hardware maken van Athena Graphics een waar succesverhaal. 

Sedert jaar en dag leggen we heel veel nadruk op de tevredenheid van onze medewerkers. In ons ultramoderne pand met open-space kantoren kunnen onze werknemers gebruik maken van een fitnessruimte en worden tal van initiatieven georganiseerd zoals gratis fruit, drinks, een jaarlijkse teambuilding,... . 
";"Tijdens je stage sta je mee aan de wieg van een nieuw toonaangevend cloud platform met internationale ambities. Daarnaast werk je mee aan de verdere ontwikkeling van ons ERP pakket. Je wordt continu uitgedaagd om onze applicaties naar een hoger niveau te tillen en nieuwe features te realiseren. Je mentor staat hierbij steeds voor je klaar en helpt je groeien naar het level van development goeroe.

Het samenwerkingsplatform bevat verschillende modules. Met ?My Athena? beheert u alle jobs die in omloop zijn bij Athena Graphics. DAM biedt een central database voor al uw media, prepress bestanden, cutter guides, logo?s,?

De gebruiksvriendelijke project management module helpt u om uw werk te stroomlijnen en effici‰ntie te brengen in de processen van uw organisatie. Via deze module kunt u al uw taken plannen en zo uw deadlines halen. Compare is een stand-alone oplossing om artwork bestanden online te bekijken, te annoteren en te vergelijken. Hiervoor maken we gebruik van moderne en state-of-the-art viewing technologie. 
"
Play it;Nelson Mandelaplein 2;8500;Kortrijk;www.playitsafe.eu;Brecht Kets;;498623870;"Play it Safe is het #1 game-based leer -en content platform dat G-learning, de volgende mijlpaal in effici‰nte en laagdrempelige training, naar organisaties brengt. Of het nu gaat om het trainen van procedures, het doen van onboarding of het stroomlijnen van interne communicatie, wij bieden gestandaardiseerde en op maat gemaakte ervaringen op mobiel, web en VR.
";"Front-End developer
Backend Developer (C#)
full stack developer (blazor, angular)"
ByondFiles NV;Keibergstraat 112;8820;Torhout;https://www.byondfiles.com;Kim Mortele;;0032 50 960 431;"ByondFiles, voorlopig alvast een catchy naam, maar zeer binnenkort vast en zeker een begrip en belangrijke speler op de markt van Document management en Project management bij KMO's en grotere bedrijven.
Met ByondFiles werkten we een SaaS product uit die het eenvoudigst te omschrijven valt als een Document management systeem in de cloud en op stero‹den. We gaan verder dan alle andere storage en document management systemen. Check alvast even onze digitale haven: https://www.byondfiles.com.";Ben je wild van de wereld van www en ben je van mening dat de web-revolutie nog steeds maar aan het begin staat? Ben je gecharmeerd door de prachtigste programmeertaal die er bestaat in al zijn facetten (Java uiteraard)? Wil je voor je stage terechtkomen in een toffe atmosfeer die collegialiteit en creativiteit ademt? Search no more and join the revolution!
VIB;Rijvisschestraat 120;9052;Gent;www.vib.be;James Collier;;31654169016;VIB is the premier biotech research organisation in Belgium. VIB employs 1600 research scientists, technicians, and engineers from more than 70 nationalities, working on the cutting edge of biology and engineering. They do fundamental research in life sciences with great value to society, such as finding innovative cures for cancer, or better understand the brain and help treat debilitating brain diseases like Alzheimer?s. Life science research is no longer the exclusive domain of chemists and biologist in lab coats, but needs talented computer scientists to design algorithms, build websites, handle big data, and apply modern AI to hard biological problems.;"We are looking for motivated software engineers to work on open-source software used directly by researchers for cutting-edge science. Do you want people to use the software you create? Do you want to interact with scientists? If your answer is 'yes' to those questions then VIB bioinformatics core is for you!

Project 1. You may have heard about the completion of the human genome. In fact, the DNA sequence for this genome is an ?averaging? and biologists actually use data at different resolutions: from this whole-genome view down to the level of individual cells. This project will allow you to work on a tool that researchers use to visualise and interact with single-cell resolution sequence data.

Project 2. Researchers use advanced 3D visualization software to study the structure and interaction of large, complex biological molecules. The goal of this internship project is to extend two popular visualization applications (PyMOL and Chimera) with algorithms for protein folding and protein comparison. Protein comparison is a fundamental task upon which understanding of disease and drug discovery are among the important applications, and protein folding is a central unsolved problem in biology, a solution would revolutionise humanity?s understanding of life.

Project 3. The ?tree of life? traces the origins or ancestry of all species of life on earth. But how are these trees constructed? In this project you will work on software that draws interactive phylogenetic trees that biologists use to visualise not only ancestral relationships between species, but even individual biological molecules.

Project 4. Neuroscientists track small fluctuations in brain patterns to understand their effects or purpose. In this project you will work on software for experimenting with these patterns: visualising them in real-time, stimulating the brain in response to certain patterns, and understanding results."
Transics International;Ter Waarde 91;8900;Ieper;Transics.com;Michael Hoogewijs;;057 79 02 97;ransics ontwikkelt en commercialiseert software, hardware en diensten voor de transportsector. Onze oplossingen helpen vlootoperatoren om de (kosten)effici‰ntie van hun processen op te drijven, elke rit productiever, veiliger en milieuvriendelijker te laten verlopen en hun dienstverlening te verbeteren.;"Data science and machine learning on rich fleet big data

build Lakehouse using the state-of-art techniques which captures very rich data streams coming from all the connected vehicles. Data is very wide going from diagnostics information from the ECUs in the different car components, ADAS sensor data, activity data of the driver to the more simpler location, speed, direction vector data. The amount of data is staggering and is growing today exponentially reaching TB to PB?s of data.  

Optimize fleets with predictive maintenance models

Do you want help our customers improve their maintenance cost and avoid missing customer deadlines because the truck is broken-down at the side of the road?
Are you passionate on big data and machine learning? 
 
If yes, then Transics could be the company for you! 

Predictive maintenance is the holy grail in the fleet industry. In a business where profit margins are very low. Reducing the Total Cost of Ownership (=TCO) is pivotal: 
?	Reduce maintenance cost compared to run-to-failure or preventive maintenance. 
?	Reduce downtime cost of the fleet. 
Certainly for fleet it is essential as the asset can breakdown on route to the customer. 
?	Reduce penalties and unsatisfied customers who are not delivered on time. 
?	Optimize the workshop cost by planning the maintenance in a cost-effective shop because of the on-time prediction of failure. 
"
VRT;Auguste Reyerslaan 52;1043;Brussel;www.vrt.be;Karine Bovens;;02/741 53 26;VRT - Vlaamse Radio- en Televisieomroeporganisatie - nv van Publiek Recht;De VRT wil alle Vlamingen informeren, inspireren en verbinden, en zo de Vlaamse samenleving versterken. Werken bij de VRT betekent werken bij een dynamisch en innovatief bedrijf. Je komt terecht in een uitdagende werkomgeving, waar heel wat groeimogelijkheden zijn. Of je nu komt als programmamedewerker, video-ingenieur of jurist, bij de VRT krijg je alle kansen.
Alertis NV;Kruisboommolenstraat 13;8800;Roeselare;www.alertis.be;Stefanie Lootens;;0496 54 99 00;"Beveiligingsfirma, actief in brand-, inbraak- en gasdetectie, CCTV en toegangscontrole.
100 medewerkers, verspreid over 3 vestigingen (hoofdkantoor Roeselare, vestiging in Wilrijk en in Lummen). ";"Jouw dag als Service Technieker Beveiliging ziet er zo uit:
Je hebt om 7u30 afgesproken met je collega. Van daaruit vertrekken jullie naar een indienststelling bij een klant in de regio. Het belooft een uitdagende dag te worden want het gaat om een ge‹ntegreerde installatie van brand, inbraak ‚n camera. Jouw planner heeft je alvast alle informatie meegegeven; je contactpersoon bij de klant, het nodige materiaal, de grootte van de werken, de opgemaakte offerte, verwachte tijdsduur,... . Bij aankomst stem je even af met de elektricien die de voorbereidende werken heeft voorzien. Je kan aan de slag. Waar je ook komt laat je een professionele en vlotte indruk na want klantvriendelijkheid wordt hoog in het vaandel gedragen.
"
Legends;Sasplein 12;8000;Brugge;www.legendstours.be;Simon Vandekerckhove;;498693779;"Legends vzw is een organisatie die wandelingen en gidsbeurten organiseert in Brugge, Gent en Antwerpen. Momenteel werken we aan de ontwikkeling van een digitale applicatie app die Beyond Bruges heet en die de gebruiker toelaat Brugge te bezoeken met de smartphone of tablet. We brengen de geschiedenis van Brugge tot leven via augmented reality, waarbij de gebruiker bezienswaardigheden kan aanklikken aan de hand van 360ø-beelden om een beschrijving te ontvangen en vervolgens kan terugkeren in de tijd om dezelfde locatie te bekijken vanuit middeleeuws perspectief. Binnen dit 3D-model van 15de-eeuws Brugge bouwen we ook aan een educatief spel, TimeQuest, waarin de gebruiker op missie gaat om de hertog te redden van de pest door virtuele voorwerpen te verzamelen, zoals medicijnen, eten of kledij. Daarvoor dient de speler meerkeuzevragen te beantwoorden en minigames te voltooien op diverse locaties binnen de stad.

Het doel van deze app is in de eerste plaats om het concept van een lokale gemeenschapsmunt te introduceren in Brugge (zoals de Torekes in Gent of de Brixton Pound). Dit gaat als volgt. Alle features binnen de app kunnen worden ontgrendeld aan de hand van kleine bedragen die de gebruiker betaalt in een digitale munt, genaamd de Bryghia. Elke gebruiker deze Bryghia verdienen door een aankoop te doen bij een van onze partnerwinkels die hij kan terugvinden via de app. Het gaat daarbij uitsluitend om lokale zaken die voldoen aan welbepaalde duurzaamheidscriteria. Bij elke aankoop die de gebruiker doet in euro's in een van deze zaken, krijgt hij 10% van de waarde terug in zijn digitale wallet in de vorm van Bryghia door een QR-code te scannen in de zaak. Vervolgens wordt dit bedrag maandelijks in euro gefactureerd aan de zaak. Dit zorgt ervoor dat de gebruiker 10% extra koopkracht verwerft in Bryghia door lokaal te shoppen, terwijl de zaak extra promotie krijgt en onderdeel wordt van een netwerk van duurzame zaken in Brugge.

De opzet is om met de Bryghia een meerwaarde te cre‰ren die je op diverse manieren en op verschillende plaatsen kunt besteden, niet enkel om de talloze virtuele functionaliteiten in de app te ontgrendelen, maar ook om een selectie van goederen en diensten te kopen, zoals rondleidingen, bierdegustaties of museumbezoeken. Op die manier willen we een klein, monetair ecosysteem op poten zetten en het toerisme in Brugge als hefboom gebruiken om een eerste versie van een gemeenschapsmunt in Brugge te ontwikkelen.
";"De applicatie is uitgedacht en uitgewerkt door de vzw, bestaande uit 3 werknemers, en wordt gebouwd door een externe partner bestaande uit een architect en programmeur. De architect bouwt het Brugse middeleeuwse model en de programmeur bouwt de applicatie. Vanuit Legends in Brugge sturen we de ontwikkeling en verzorgen we de content in 4 talen. We zijn al sinds mei 2020 aan de app aan het bouwen en hopen ze tegen volgend voorjaar af te werken. Hierbij krijgen we o.a. steun van stad Brugge als onderdeel van Brugge Inc., de stedelijke incubator voor veelbelovende startups, alsook van VOKA als onderdeel van het BRYO-programma. We zijn op zoek naar een of meerdere studenten die ons kunnen bijstaan in het vervolledigen van diverse aspecten van de ontwikkeling van de app, zoals:

- Organisatie, controle en beveiliging van het betalingssysteem (Toegepaste informatica / Systeem- en netwerkbeheer) : De student werkt samen met de ontwikkelaar om het transactiesysteem van de Bryghia uit te werken en uit te testen, alsook te helpen voorzien in de beveiliging van het netwerk.

- Coderen, testen, debuggen van de applicatie (Programmeren) : De student werkt samen met de ontwikkelaar om alle fouten in de app op te sporen en de applicatie klaar te krijgen om op het grote publiek te worden losgelaten."
Delta Solutions;Groenbek 3;8790;Waregem;https://www.deltasolutions.be/;Steven Pauwels;;56325817;"Team
Delta Solutions is een team van gedreven web developers die instaat voor uw software op maat, webshop of website. We maken gebruik van Laravel als framework ( en zijn er wild van ). Onze beste vriend in backend is MySQL als database. We gebruiken steevast de nieuwste technologi‰n en mogelijkheden qua user interfacing om u zo goed mogelijk te dienen. Kom gerust met ons spreken, we luisteren graag vrijblijvend naar uw wensen.

Onze identiteit en perspectief
Elke organisatie via kwaliteitsvolle software ondersteunen,  is het ultieme doel voor het team van Delta Solutions.  Via onze toegankelijke communicatieve aanpak willen we met de klant net dat ietsje meer ontwikkelen.
We zijn gedreven door onze passie en we streven er naar om als software specialist de behoeftes van onze klanten zo goed mogelijk in te vullen.

U staat centraal
Bij ons staat de klant centraal en deze spirit voel je binnen onze organisatie, we luisteren naar de praktische noden en vertalen deze in een technische oplossing waarin we steeds oog hebben voor de eindgebruiker.  Wij luisteren. Communiceren.  Ontwikkelen.";"Full stack developer
Frontend developer
Backend developer

-----
Projecten:
Ontwikkeling CRM/PLANNING (vue/laravel)
Ontwikkeling Mobiele werk-app (ionic/vue/laravel)
...."
Strubbe Engineering;Sprookjesdreef 6A;8750;Zwevezele;https://strubbe.io;Bart Strubbe;;479779396;"Fullstack software engineering .NET Node Vuejs
Premium maatsoftware op basis van design patterns en automated testing.
Software integraties.";Fullstack software engineer die kan bijdragen tot ongoing projecten voor internationale klanten
EASI;Kolonel Begaultlaan 1;3012;Leuven;https://easi.net/nl;Felix De Smet;;0497 77 72 96;Wij zijn EASI (7x Best Place To Work & 3x Best Managed Company), een Belgisch IT-bedrijf dat al sinds 1999 state-of-the-art solutions maakt op vlak van software en mobiele apps. We streven naar korte implementatietrajecten en een hoge toegevoegde waarde. Onze missie is dan ook om elke persoon en elk bedrijf tot zijn volledig potentieel te doen groeien. Met kantoren in Leuven, Gent, Nijvel, Luik, Genk, Luxemburg, Nederland en Parijs kunnen wij flexibele oplossingen aanbieden voor bedrijven die een partner willen die dicht bij hen staat.;Wij zoeken zowel commerci‰le als IT-minded studenten die op termijn aandeelhouder willen worden in het bedrijf, van een Fifa-toernooitje houden op kantoor, graag deelnemen aan een wekelijkse Friday-drink en fan zijn van straffe koffie. On a more serious note zoeken we studenten die positief ingesteld zijn, verantwoordelijkheidszin hebben, willen bijleren en transparante communicatie belangrijk vinden.
Lebon IT Services;Roeselarestraat 205A ;8840;Staden;https://www.lebonitservices.be/;Lowie Schaubroeck;;0499 51 05 71 ;Lebon IT Services helpt organisaties om gerust digitaal te werken. Met ons team van betrokken, betrouwbare en bekwame experten ontwerpen, bouwen en beheren we IT-oplossingen op basis van bewezen technologie‰n.;"Opleidingen:
- Toegepaste Informatica
- Systeem- en Netwerkbeheer
- Cybersecurity Professional
- Advanced Cyber Security

"
Bits of Love;Koning Albert I-laan 96a001;8200;Brugge;www.bitsoflove.be;Jessica Kellner;;+32 50 320 180;"Bits of Love is een high-end digitale product studio.
We bedenken en maken platformen, applicaties & games om de nodige impact te cre‰ren.
Dit doen we voor klanten als Studio 100, Club Brugge, Universiteit Gent en VRT.
Hierbij gebruiken we onze specialisaties zoals UX/UI design, datavisualisatie en game design.
En als het even kan, ontwerpen we onze eigen producten om de wereld te verbeteren :)";"Bij Bits of Love komt je terecht in een klein team van experts, die je graag helpen groeien in je kennis.
We gebruiken daarbij de nieuwste technieken zoals Typescript, webpack, React Native, Node.js, Next.js, GraphQL,..
En als je de lat hoger wil leggen kan dat ook met D3.js, Godot, Three.js, vele soorten databases en uitdagend lambda functies.
Ben je dus een Backend engineer, Frontend engineer, UX analist of pas je niet in een vakje maar wil je gewoon gaan voor ""het beste""? ?Dan ben je welkom bij ons!
Wij zorgen voor alle ondersteuning, een hecht en tof team, flexibele uren & leuke lunchpauzes."
Mintus;Ruddershove 4;8000;Brugge;www.mintus.be;Ollivier Francq;;50327355;Zorgbedrijf van OCMW Brugge en Stad Brugge;"Een verschil.
Dat willen we allemaal maken. En dat kan ook dicht bij huis. Bij ons bouw je mee aan zorg met een plus. Net dat tikkeltje meer, net die service die een ander niet kan bieden. Dat stapje verder gaan. Zo cre‰er je impact in het leven van onze klanten. Maar ook in het leven van familie en vrienden, bij collega?s, in de buurt. Als polyvalent medewerker, ICT 'er of als zorgverlener.

Jij maakt het leven van anderen vrij van zorgen door het beste van jezelf te geven: Jouw goesting om iets te betekenen voor anderen.

Wil je meer weten over onze troeven, surf dan naar : https://werkenbij.mintus.be/onze-troeven"
Formica (Cronos Group);Gaston Crommenlaan 8;9050;Gent;www.formica.digital;Bart Eynatten;;472900915;"Formica is een sterk groeiende onderneming van de Cronos Group. We ontwerpen, bouwen en onderhouden oplossing in de volgende domeinen:
1. Search, insights and analytics
2. Digital Experience Platforms (DXP)
3. Business Process Automation (BPA)
";Om verschillende innovatieve stage opdrachten met elastic.co en Google oplossingen zoeken we studenten uit verschillende richtingen zoals MCT, Toegepaste Informatica, MIT, systeem- en netwerkbeheer ...
Baamdesign;Baron Ruzettelaan  1/01;8310;Assebroek (Brugge);www.baamdesign.com;Bart Ameele;;32473352600;Baamdesign ontwikkelt elektronica en firmware voor verschillende toepassingen. Microcontrollers worden toegepast voor o.a geluids- en lichtsysteem controller in de zorg of voor het aansturen van vb een kruidenkweekkast voor gebruik in de keuken. Van  eerste proof of concepts tot productieklare electronica borden met firmware. ;Met onze eigen innovatie willen we een  alternatieve  U.I  bouwen voor het aansturen en oproepen van allerhande media. Je hebt een voorliefde voor techniek en vooral elektronica toepassingen en software. Je bouwt graag proof of concepts vertrekkende van bestaande kits. We denken aan het toepassen van  chipradar technologie. Je hebt vooral een voorliefde voor programmeren in C/C++ (on-board) en/of  in C#(Unity) creatie van UI interfaces Apps met media. 
ML6;Esplanade Oscar Van De Voorde 1;9000;Gent;https://www.ml6.eu/;Kaat Van Doren;;476284124;We are Machine Learning experts empowering leading organizations with intelligent technology. By applying the latest AI research, we keep our clients at the forefront of innovation.;"Join us in building cutting-edge intelligent technology! If you are hands-on and have a desire to help some of the world?s largest organizations leverage the most powerful algorithms, we want to hear from you.
Your mission, as an ML6 agent, is to empower leading businesses with intelligent technology on a global scale. Are you ready?
- ML engineer
- Data engineer
- Software engineer
- Customer engineer
- Internship"
Axxes;Ottergemsesteenweg 808 ;9000;Gent;https://axxes.com/;Quinten Kennes;;+32 491 23 25 24;Axxes (Best Workplace©2021) is een ambitieuze IT-consultancy onderneming met het oog op de toekomst. We vormen op dit moment een echt topteam van meer dan 200 sterk technische consultants. Technische go-getters die actief zijn op boeiende projecten binnen de domeinen van Software Engineering, Systemen & Netwerken, Software Testing, Project Management, Analyse en Data.;"We hebben verscheidene interne projecten lopen die zowel door Axxes als hun klanten gebruikt worden. Deze projecten vari‰ren sterk qua technologie‰n. 

?	Studenten met een IT achtergrond (Computer Science, Informatica, ?) die schitterende code schrijven
?	Communicatieve studenten die uit hun stoel durven komen 
?	Studenten met zin voor initiatief en verantwoordelijkheid
?	Durvers die zaken naar zich toe willen trekken

Kortom: Sterk technische maar vooral gedreven stagiairs om met samen te werken. "
INTERIT - SecureIT;IZ 3, Neerhonderd 15;9230;Wetteren;www.secure-it.be;Luc Vanderveken;;09 265 80 50;"Secure IT is een cybersecurity specialist met doorgedreven kennis van Kaspersky-, F-Secure- en
Fortinet-oplossingen. We onderhouden partnerships op het hoogste niveau met onze technologie- en servicepartners. Via deze allianties genieten we van verschillende voordelen om een sterke toegevoegde waarde aan onze klanten te bieden: escalatie naar product specialisten, beta testing, technologie roadmaps, gespecialiseerde informatie uitwisseling.
Onze technische expertdiensten worden uitgevoerd door een team van hoog opgeleide, ervaren en
gecertificeerde consultants. Naast onze partneraccreditaties hebben we ook certificeringen in algemene security kennisdomeinen als CISSP en CEH.
Sinds 1 september  maken we deel uit van INTERIT, gespecialiseerd in IT infrastructuur oplossingen. Met een team van 30 medewerkers staan we garant voor gespecialiseerde IT services, nauw klantencontact, werkplezier op en naast de werkvloer.";"Wij zoeken in de eerste plaats cybersecurity specialisten met een passie voor security, communicatievaardig, teamplayers met een sterke verantwoordelijkheidszin en vooral veel zin om bij te leren.
Opdrachten: security audit & pentesting, industrial security, security as a service, Microsoft Security / Office 365, een sterkere IT-beveiliging door een ge‹ntegreerd cyberbeveiligingsplatform."
Signpost BV;Wolfsakker 5A;9160;Lokeren;www.signpost.eu;Anton Vancauwenberghe;;472402574;Signpost is een groeiende organisatie in zowel Belgi‰ als internationaal met een focus op de educatieve wereld. Vanuit verschillende Business Units ondersteunen we educatieve instellingen in hardware, software & connectiviteit. ;Door de sterke groei van Signpost binnen zowel soft- als hardware kijken we momenteel uit naar gedreven stagestudenten die zichzelf willen ontwikkelen binnen dieptechnische materie. In functie van de interesse van de stagestudent kan er een persoonlijke stagetraject opgebouwd worden. 
Fruconý n.v.;Pittemsestraat 58D;8850;Ardooie;https://www.nayan.be/;Chlo‰ Vanacker;;478352158;"Nayan is de partner waarop merken en producenten een beroep doen om online verkoopkanalen te ontwerpen, bouwen en beheren. Voor elke online shop die dat wenst, slaan we de goederen op en verzorgen we de internationale distributie ervan. Voor anderen integreren we ons platform met hun SAP/ERP-backend. Met een minimum aan investeringen van hun kant, breiden we hun klantenbestand uit, integreren we online en offline verkoopkanalen, verbeteren we de marge en verhogen de verkoop.

Bij Nayan draait het om ?You?. Dus ook om onze mensen. We dragen een warme sfeer hoog in het vaandel, waar iedereen volledig zichzelf kan zijn en zijn eigen touch kan geven aan de job. We werken samen als mensen. 

Iedereen krijgt bij ons de kans om zich te ontplooien, om zelf op zoek te gaan naar je eigen sterktes binnenin de job en helemaal jezelf te zijn bij de uitvoering ervan. Kennisdeling stopt nooit en zeker niet in de fast pacing e-commerce sector. Iedere dag leer je iets bij en word je meer en meer een expert in eigen vakgebied.

Just do it. Niet te veel blabla, maar gewoon vooruit gaan. Eenvoud en effici‰ntie zijn onze pijlers. In een warm team streven we hier iedere dag naar.";"We geven graag een korte samenvatting van wat jullie kunnen verwachten. Meer informatie kan verkregen worden tijdens de online stagemarkt. Op dat moment zal je je vragen kunnen stellen aan ‚‚n van onze werknemers.

Front end developer: 
- Werking van de website voorzien (Producten op de website plaatsen en afbeeldingen koppelen wordt bij ons uitgevoerd door onze webmaster en het team merchandising.)
- Templates voorzien (Hoe de website eruit ziet.)
- Logica voorzien als de klant iets nieuw wil (Nieuwe toepassingen, bvb shop by color)
- Design 
- ... 

Back end developer:
Als back end developer voorzie je de interfaces, met bijvoorbeeld betalingsproviders, trustpilot, BackOffice, enzovoort.

Binnen Nayan maken we gebruik  van
- HTML
- JavaScript
- Vue.js + vuex --> progressive JavaScript framework
- SCSS/SASS --> CSS preprocessor


Front-end web development is client-sided development (wat de klant kan zien of mee interageren op een website) door gebruik te maken van HTML, CSS en JavaScript om zo een werkend geheel te voorzien. 
En dit voor zowel mobile als desktop (cross-platform en cross-device). - Jonah, Front end developer @Nayan


"
